STATUT AMM,STATUT COMMERCIALISATION,SPECIALITE,DOSAGE,FORME,PRESENTATION,PP GN,SUBSTANCE ACTIVE,CLASSE THERAPEUTIQUE,EPI,PPV,PH,PFHT,CODE,TVA,Start of Week 1 Stock,Week 1 Sales,End of Week 1 Stock,Start of Week 2 Stock,Week 2 Sales,End of Week 2 Stock,Start of Week 3 Stock,Week 3 Sales,End of Week 3 Stock,Start of Week 4 Stock,Week 4 Sales,End of Week 4 Stock,Selling Speed,Reorder Point,Shortage
AMM ENREGISTREE,Commercialisé,LUSTRAL,100 MG,COMPRIME,BOITE DE 14,GN,SERTRALINE,NEUROLOGIE-PSYCHIATRIE,GENPHARMA,"88,50","55,30","52,71",1711,,111,24,87,87,0,87,87,15,72,72,22,50,Slow,20,False
AMM ENREGISTREE,Commercialisé,LUSTRAL,100 MG,COMPRIME,BOITE DE 28,GN,SERTRALINE,NEUROLOGIE-PSYCHIATRIE,GENPHARMA,"155,90","97,40","92,78",1712,,61,28,33,33,23,10,10,7,3,3,2,1,Slow,20,True
AMM ENREGISTREE,Commercialisé,LUSTRAL,50 MG,COMPRIME,BOITE DE 14,GN,SERTRALINE,NEUROLOGIE-PSYCHIATRIE,GENPHARMA,"48,60","30,40","28,92",1713,,144,0,144,144,21,123,123,26,97,97,38,59,Medium,30,False
AMM ENREGISTREE,Commercialisé,LUSTRAL,50 MG,COMPRIME,BOITE DE 28,GN,SERTRALINE,NEUROLOGIE-PSYCHIATRIE,GENPHARMA,"86,90","54,30","51,73",1714,,161,8,153,153,18,135,135,41,94,121,5,116,Slow,20,False
AMM ENREGISTREE,Commercialisé,MARVIL,10 MG,COMPRIME ENROBE,BOITE DE 28,GN,OLANZAPINE,NEUROLOGIE-PSYCHIATRIE,GENPHARMA,"254,00","158,90","151,30",1715,,199,17,182,182,49,133,133,3,130,161,35,126,Medium,30,False
AMM ENREGISTREE,Commercialisé,MARVIL,10 MG,COMPRIME ENROBE,BOITE DE 7,GN,OLANZAPINE,NEUROLOGIE-PSYCHIATRIE,GENPHARMA,"74,80","46,70","44,50",1716,,143,39,104,104,33,71,71,8,63,85,26,59,Medium,30,False
AMM ENREGISTREE,Commercialisé,MARVIL,5 MG,COMPRIME ENROBE,BOITE DE 28,GN,OLANZAPINE,NEUROLOGIE-PSYCHIATRIE,GENPHARMA,"146,00","91,20","86,90",1717,,90,33,57,96,5,91,91,22,69,69,22,47,Medium,30,False
AMM ENREGISTREE,Commercialisé,MATRIX,200 MG,GELULE,BOITE DE 120,GN,RIBAVIRINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GENPHARMA,"1970,00","1719,00","1638,00",1718,,185,47,138,166,33,133,133,43,90,90,12,78,Fast,40,False
AMM ENREGISTREE,Commercialisé,MATRIX,200 MG,GELULE,BOITE DE 60,GN,RIBAVIRINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GENPHARMA,"1199,00","926,00","882,00",1719,,69,15,54,54,22,32,63,4,59,59,21,38,Slow,20,False
AMM ENREGISTREE,Commercialisé,MODIXA,400 MG,COMPRIME ENROBE,BOITE DE 5,GN,MOXIFLOXACINE (CHLORHYDRATE),INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GENPHARMA,"130,30","81,50","77,59",1720,,197,35,162,162,3,159,209,45,164,164,7,157,Medium,30,False
AMM ENREGISTREE,Commercialisé,MODIXA,400 MG,COMPRIME ENROBE,BOITE DE 7,GN,MOXIFLOXACINE (CHLORHYDRATE),INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GENPHARMA,"182,50","114,00","108,62",1721,,92,43,49,49,4,45,72,18,54,54,14,40,Slow,20,False
AMM ENREGISTREE,Non Commercialisé,NEKAR,1 MG / 5 ML,SOLUTION BUVABLE,FLACON DE 100 ML,GN,KETOTIFENE,PNEUMOLOGIE,GENPHARMA,"30,80","19,30","18,36",1722,,56,21,35,35,34,1,1,0,1,1,1,0,Slow,20,True
AMM ENREGISTREE,Commercialisé,NEKAR,1 MG,COMPRIME,BOITE DE 30,GN,KETOTIFENE,PNEUMOLOGIE,GENPHARMA,"43,90","27,40","26,15",1723,,90,25,65,93,6,87,87,21,66,66,34,32,Medium,30,False
AMM ENREGISTREE,Non Commercialisé,NEKAR,1 MG,COMPRIME,BOITE DE 60,GN,KETOTIFENE,PNEUMOLOGIE,GENPHARMA,"84,10","52,60","50,07",1724,,152,41,111,111,20,91,129,6,123,123,21,102,Medium,30,False
AMM ENREGISTREE,Commercialisé,NIFEGEN LP,20 MG,GELULE,BOITE DE 30,GN,NIFEDIPINE,CARDIOLOGIE ET ANGEIOLOGIE,GENPHARMA,"75,00","46,90","44,64",1725,,166,50,116,116,32,84,84,4,80,80,48,32,Fast,40,True
AMM ENREGISTREE,Commercialisé,NIFOX,100 MG,GELULE,BOITE DE 16,GN,NIFUROXAZIDE,GASTRO-ENTEROLOGIE,GENPHARMA,"10,70","6,70","6,40",1726,,76,28,48,48,24,24,24,5,19,19,6,13,Slow,20,True
AMM ENREGISTREE,Commercialisé,NIFOX,200 MG,GELULE,BOITE DE 16,GN,NIFUROXAZIDE,GASTRO-ENTEROLOGIE,GENPHARMA,"12,10","7,60","7,23",1727,,133,24,109,144,12,132,132,12,120,120,22,98,Slow,20,False
AMM ENREGISTREE,Commercialisé,NOFEBRIL,500 MG,COMPRIME,BOITE DE 20,GN,PARACETAMOL,ANTALGIQUES,GENPHARMA,"6,50","4,10","3,89",1728,,84,9,75,75,36,39,75,5,70,70,16,54,Slow,20,False
AMM ENREGISTREE,Commercialisé,NORMET,100 MG,COMPRIME SECABLE,BOITE DE 30,GN,ATENOLOL,CARDIOLOGIE ET ANGEIOLOGIE,GENPHARMA,"56,30","35,20","33,49",1729,,114,31,83,83,10,73,123,6,117,117,2,115,Slow,20,False
AMM ENREGISTREE,Commercialisé,NUVIVAX,10 MG,COMPRIME ENROBE,BOITE DE 1,GN,TADALAFIL,UROLOGIE ET NEPHROLOGIE,GENPHARMA,"37,40","23,40","22,25",1730,,137,44,93,140,47,93,93,2,91,91,13,78,Medium,30,False
AMM ENREGISTREE,Commercialisé,NUVIVAX,10 MG,COMPRIME ENROBE,BOITE DE 2,GN,TADALAFIL,UROLOGIE ET NEPHROLOGIE,GENPHARMA,"65,80","41,10","39,16",1731,,143,35,108,108,12,96,127,25,102,102,1,101,Slow,20,False
AMM ENREGISTREE,Commercialisé,NUVIVAX,10 MG,COMPRIME ENROBE,BOITE DE 4,GN,TADALAFIL,UROLOGIE ET NEPHROLOGIE,GENPHARMA,"121,50","75,90","72,31",1732,,168,24,144,144,22,122,122,21,101,148,27,121,Medium,30,False
AMM ENREGISTREE,Commercialisé,NUVIVAX,10 MG,COMPRIME ENROBE,BOITE DE 8,GN,TADALAFIL,UROLOGIE ET NEPHROLOGIE,GENPHARMA,"230,00","144,30","137,41",1733,,92,47,45,45,20,25,25,12,13,13,12,1,Medium,30,True
AMM ENREGISTREE,Commercialisé,NUVIVAX,20 MG,COMPRIME ENROBE,BOITE DE 1,GN,TADALAFIL,UROLOGIE ET NEPHROLOGIE,GENPHARMA,"56,10","35,00","33,37",1734,,134,9,125,125,39,86,86,40,46,46,23,23,Medium,30,True
AMM ENREGISTREE,Commercialisé,NUVIVAX,20 MG,COMPRIME ENROBE,BOITE DE 2,GN,TADALAFIL,UROLOGIE ET NEPHROLOGIE,GENPHARMA,"101,80","63,70","60,63",1735,,172,39,133,133,6,127,127,3,124,159,8,151,Slow,20,False
AMM ENREGISTREE,Commercialisé,NUVIVAX,20 MG,COMPRIME ENROBE,BOITE DE 4,GN,TADALAFIL,UROLOGIE ET NEPHROLOGIE,GENPHARMA,"181,30","113,30","107,92",1736,,143,33,110,110,37,73,73,46,27,27,23,4,Fast,40,True
AMM ENREGISTREE,Commercialisé,NUVIVAX,20 MG,COMPRIME ENROBE,BOITE DE 8,GN,TADALAFIL,UROLOGIE ET NEPHROLOGIE,GENPHARMA,"343,00","228,00","217,68",1737,,98,8,90,110,17,93,93,41,52,52,5,47,Slow,20,False
AMM ENREGISTREE,Non Commercialisé,OLIPLAT,100 MG,POUDRE INJECTABLE,BOITE DE 1 FLACON,GN,OXALIPLATINE,CANCEROLOGIE-HEMATOLOGIE,GENPHARMA,"1866,00","1613,00","1536,21",1738,,159,39,120,120,42,78,99,24,75,75,14,61,Medium,30,False
AMM ENREGISTREE,Non Commercialisé,OLIPLAT,50 MG,POUDRE INJECTABLE,BOITE DE 1 FLACON,GN,OXALIPLATINE,CANCEROLOGIE-HEMATOLOGIE,GENPHARMA,"1089,00","812,00","773,72",1739,,158,32,126,126,21,105,105,13,92,92,29,63,Medium,30,False
AMM ENREGISTREE,Commercialisé,OMEGEN,10 MG,GELULE,BOITE DE 14,GN,OMEPRAZOLE,GASTRO-ENTEROLOGIE,GENPHARMA,"24,70","15,50","14,73",1740,,84,28,56,56,27,29,29,20,9,9,1,8,Slow,20,True
AMM ENREGISTREE,Commercialisé,OMEGEN,10 MG,GELULE,BOITE DE 28,GN,OMEPRAZOLE,GASTRO-ENTEROLOGIE,GENPHARMA,"47,80","29,90","28,45",1741,,161,18,143,191,25,166,166,44,122,122,8,114,Medium,30,False
AMM ENREGISTREE,Commercialisé,OMEGEN,10 MG,GELULE,BOITE DE 7,GN,OMEPRAZOLE,GASTRO-ENTEROLOGIE,GENPHARMA,"14,10","8,80","8,37",1742,,166,30,136,136,11,125,167,1,166,166,2,164,Slow,20,False
AMM ENREGISTREE,Commercialisé,OMEGEN,20 MG,GELULE,BOITE DE 14,GN,OMEPRAZOLE,GASTRO-ENTEROLOGIE,GENPHARMA,"35,50","22,20","21,13",1743,,188,8,180,229,46,183,183,5,178,178,28,150,Medium,30,False
AMM ENREGISTREE,Commercialisé,OMEGEN,20 MG,GELULE,BOITE DE 28,GN,OMEPRAZOLE,GASTRO-ENTEROLOGIE,GENPHARMA,"66,30","41,50","39,49",1744,,171,22,149,149,1,148,148,0,148,148,32,116,Slow,20,False
AMM ENREGISTREE,Commercialisé,OMEGEN,20 MG,GELULE,BOITE DE 7,GN,OMEPRAZOLE,GASTRO-ENTEROLOGIE,GENPHARMA,"24,30","15,20","14,46",1745,,101,9,92,92,5,87,87,45,42,42,17,25,Slow,20,False
AMM ENREGISTREE,Non Commercialisé,PAXEL,30 MG / 5 ML,SOLUTION INJECTABLE,FLACON DE 5 ML,GN,PACLITAXEL,CANCEROLOGIE-HEMATOLOGIE,GENPHARMA,"619,00","411,00","392,16",1746,,92,6,86,86,33,53,53,38,15,15,6,9,Medium,30,True
AMM ENREGISTREE,Non Commercialisé,POSTINOR CP,"0,75 MG",COMPRIME,BOITE DE 2,GN,LEVONORGESTREL,GYNECOLOGIE,GENPHARMA,"61,70","38,50","36,71",1747,,117,45,72,72,4,68,68,43,25,25,10,15,Medium,30,True
AMM ENREGISTREE,Non Commercialisé,POTEX,1000 UI,LYOPHILISAT,BOITE DE 1 FLACON AVEC UNE SERINGUE PREREMPLIE,BS,EPOETINE ALFA,HEMATOLOGIE ET HEMOSTASE,GENPHARMA,"149,50","93,50","89,01",1748,,159,28,131,131,7,124,124,20,104,104,29,75,Medium,30,False
AMM ENREGISTREE,Non Commercialisé,POTEX,10000 UI,LYOPHILISAT,BOITE DE 1 FLACON AVEC UNE SERINGUE PREREMPLIE,BS,EPOETINE ALFA,HEMATOLOGIE ET HEMOSTASE,GENPHARMA,"1060,00","782,00","745,40",1749,,135,34,101,140,18,122,122,40,82,82,23,59,Medium,30,False
AMM ENREGISTREE,Non Commercialisé,POTEX,2000 UI,LYOPHILISAT,BOITE DE 1 FLACON AVEC UNE SERINGUE PREREMPLIE,BS,EPOETINE ALFA,HEMATOLOGIE ET HEMOSTASE,GENPHARMA,"234,00","146,50","139,57",1750,,89,40,49,49,24,25,25,3,22,22,11,11,Slow,20,True
AMM ENREGISTREE,Non Commercialisé,POTEX,3000 UI,LYOPHILISAT,BOITE DE 1 FLACON AVEC UNE SERINGUE PREREMPLIE,BS,EPOETINE ALFA,HEMATOLOGIE ET HEMOSTASE,GENPHARMA,"335,00","223,00","212,46",1751,,96,28,68,68,50,18,18,10,8,8,2,6,Medium,30,True
AMM ENREGISTREE,Non Commercialisé,POTEX,4000 UI,LYOPHILISAT,BOITE DE 1 FLACON AVEC UNE SERINGUE PREREMPLIE,BS,EPOETINE ALFA,HEMATOLOGIE ET HEMOSTASE,GENPHARMA,"437,00","290,00","276,61",1752,,167,23,144,174,29,145,145,10,135,135,3,132,Slow,20,False
AMM ENREGISTREE,Non Commercialisé,REDUS,75 MG,COMPRIME,BOITE DE 14,GN,CLOPIDOGREL,CARDIOLOGIE ET ANGEIOLOGIE,GENPHARMA,"85,00","53,10","50,60",1753,,179,1,178,178,6,172,172,40,132,132,48,84,Medium,30,False
AMM ENREGISTREE,Non Commercialisé,REDUS,75 MG,COMPRIME,BOITE DE 28,GN,CLOPIDOGREL,CARDIOLOGIE ET ANGEIOLOGIE,GENPHARMA,"160,00","100,00","95,24",1754,,183,41,142,142,23,119,119,12,107,107,49,58,Fast,40,False
AMM ENREGISTREE,Commercialisé,SULRID,50 MG,COMPRIME,BOITE DE 20,GN,SULPIRIDE,NEUROLOGIE-PSYCHIATRIE,GENPHARMA,"24,30","15,20","14,46",1755,,169,39,130,130,13,117,117,34,83,83,8,75,Medium,30,False
AMM ENREGISTREE,Commercialisé,SUPRALER,5 MG,COMPRIME ENROBE,BOITE DE 14,GN,LEVOCETIRIZINE (DICHLORHYDRATE),ALLERGOLOGIE,GENPHARMA,"37,40","23,40","22,29",1756,,100,48,52,52,6,46,46,16,30,30,13,17,Medium,30,True
AMM ENREGISTREE,Commercialisé,SUPRALER,5 MG,COMPRIME ENROBE,BOITE DE 28,GN,LEVOCETIRIZINE (DICHLORHYDRATE),ALLERGOLOGIE,GENPHARMA,"65,90","41,20","39,23",1757,,111,27,84,84,39,45,77,23,54,54,15,39,Medium,30,False
AMM ENREGISTREE,Commercialisé,SUPRALER,5 MG,COMPRIME ENROBE,BOITE DE 7,GN,LEVOCETIRIZINE (DICHLORHYDRATE),ALLERGOLOGIE,GENPHARMA,"21,00","13,10","12,48",1758,,171,8,163,163,29,134,134,7,127,127,40,87,Medium,30,False
AMM ENREGISTREE,Non Commercialisé,TALAFIX,250 MG,GELULE,BOITE DE 60,GN,MESALAZINE,GASTRO-ENTEROLOGIE,GENPHARMA,"121,50","75,90","72,32",1759,,126,11,115,115,23,92,92,11,81,128,21,107,Slow,20,False
AMM ENREGISTREE,Non Commercialisé,TALAFIX,400 MG,GELULE,BOITE DE 30,GN,MESALAZINE,GASTRO-ENTEROLOGIE,GENPHARMA,"116,80","73,00","69,54",1760,,175,7,168,193,22,171,171,20,151,151,14,137,Slow,20,False
AMM ENREGISTREE,Non Commercialisé,TECAN,100 MG / 5 ML,SOLUTE INJECTABLE,FLACON DE 5 ML,GN,IRINOTECAN,CANCEROLOGIE-HEMATOLOGIE,GENPHARMA,"1313,00","1043,00","993,83",1761,,80,9,71,112,8,104,104,15,89,89,22,67,Slow,20,False
AMM ENREGISTREE,Non Commercialisé,TIMEZOL,40 MG,LYOPHILISAT,BOITE DE 1 FLACON,GN,OMEPRAZOLE,GASTRO-ENTEROLOGIE,GENPHARMA,"82,10","51,30","48,90",1762,,88,21,67,67,11,56,56,31,25,25,25,0,Medium,30,True
AMM ENREGISTREE,Non Commercialisé,ULSAL,20 MG,COMPRIME ENROBE,BOITE DE 20,GN,FAMOTIDINE,GASTRO-ENTEROLOGIE,GENPHARMA,"28,00","17,50","16,69",1763,,116,32,84,84,38,46,46,1,45,45,3,42,Slow,20,False
AMM ENREGISTREE,Non Commercialisé,ULSAL,40 MG,COMPRIME ENROBE,BOITE DE 10,GN,FAMOTIDINE,GASTRO-ENTEROLOGIE,GENPHARMA,"28,00","17,50","16,69",1764,,124,4,120,120,42,78,78,23,55,55,16,39,Medium,30,False
AMM ENREGISTREE,Non Commercialisé,ZAREX,150 MG,POUDRE INJECTABLE,BOITE DE 1 FLACON,GN,CARBOPLATINE,CANCEROLOGIE-HEMATOLOGIE,GENPHARMA,"684,00","454,00","433,31",1765,,169,23,146,146,22,124,124,4,120,120,11,109,Slow,20,False
AMM ENREGISTREE,Non Commercialisé,ZAREX,450 MG,POUDRE INJECTABLE,BOITE DE 1 FLACON,GN,CARBOPLATINE,CANCEROLOGIE-HEMATOLOGIE,GENPHARMA,"1553,00","1289,00","1228,50",1766,,132,16,116,116,21,95,95,30,65,65,20,45,Medium,30,False
AMM ENREGISTREE,Non Commercialisé,ZELIP,10 MG,COMPRIME,BOITE DE 14,GN,EZETIMIB,CARDIOLOGIE ET ANGEIOLOGIE,GENPHARMA,"145,40","90,90","86,54",1767,,57,32,25,25,21,4,4,2,2,31,0,31,Slow,20,False
AMM ENREGISTREE,Non Commercialisé,ZELIP,10 MG,COMPRIME,BOITE DE 28,GN,EZETIMIB,CARDIOLOGIE ET ANGEIOLOGIE,GENPHARMA,"239,00","149,80","142,70",1768,,151,12,139,185,12,173,173,18,155,155,20,135,Slow,20,False
AMM ENREGISTREE,Commercialisé,ZIFAR,10 MG,COMPRIME,BOITE DE 14,GN,LORATADINE,ALLERGOLOGIE,GENPHARMA,"14,00","8,70","8,34",1769,,87,45,42,42,20,22,22,7,15,15,10,5,Medium,30,True
AMM ENREGISTREE,Commercialisé,BIOTIC PLUS,1 G / 125 MG,POUDRE ORALE EN SACHETS,BOITE DE 12,GN,AMOXICILLINE TRIHYDRATEE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GALENICA,"88,80","55,50","52,85",1770,,103,44,59,94,30,64,64,4,60,60,25,35,Medium,30,False
AMM ENREGISTREE,Non Commercialisé,RELVAR ELLIPTA,184 MCG / 22 MCG,POUDRE POUR INHALATION,BOITE DE 30 DOSES,PP,FUROATE DE FLUTICASONE // VILANTEROL,PNEUMOLOGIE,GSK,"430,00","285,00","272,16",1771,,96,10,86,86,49,37,37,16,21,21,17,4,Medium,30,True
AMM ENREGISTREE,Commercialisé,RELVAR ELLIPTA,92 MCG / 22 MCG,POUDRE POUR INHALATION,BOITE DE 30 DOSES,PP,FUROATE DE FLUTICASONE // VILANTEROL,PNEUMOLOGIE,GSK,"430,00","285,00","272,16",1772,,117,18,99,120,43,77,77,34,43,43,10,33,Medium,30,False
AMM ENREGISTREE,Non Commercialisé,VOLTARENE EMULGEL,"0,01",GEL EMULSION,TUBE DE 100 G,PP,DICLOFENAC (DIETHYLAMINE),RHUMATOLOGIE,GSK,"56,10","35,00","33,38",1773,,161,30,131,158,31,127,127,33,94,94,24,70,Medium,30,False
AMM ENREGISTREE,Non Commercialisé,VOLTARENE EMULGEL,"0,01",GEL EMULSION,TUBE DE 50 G,PP,DICLOFENAC (DIETHYLAMINE),RHUMATOLOGIE,GSK,"41,90","26,20","24,97",1774,,76,5,71,71,14,57,57,23,34,34,32,2,Slow,20,True
AMM RETIREE,Rertiré du Marché,ACTIFED RHUME,"60 / 2,5 MG",COMPRIME,BOITE DE 20,0,PSEUDOEPHEDRINE (CHLORHYDRATE) // TRIPROLIDINE (CHLORHYDRATE),ALLERGOLOGIE,GSK,"17,00","10,60","9,46",1775,,151,31,120,150,39,111,111,4,107,107,50,57,Fast,40,False
AMM RETIREE,Rertiré du Marché,ALGINE,"0,5 G / 0,267 G",SACHET,BOITE DE 24,GN,ALGINATE (SODIUM) // BICARBONATE DE SODIUM,GASTRO-ENTEROLOGIE,GSK,"33,80","21,10","18,80",1776,,69,3,66,66,18,48,48,46,2,2,2,0,Slow,20,True
AMM RETIREE,Rertiré du Marché,ALGINE,"5 G / 2,670 G",SUSPENSION BUVABLE,FLACON DE 250 ML,GN,ALGINATE (SODIUM) // BICARBONATE DE SODIUM,GASTRO-ENTEROLOGIE,GSK,"34,70","21,60","19,30",1777,,159,49,110,110,26,84,84,18,66,66,10,56,Medium,30,False
AMM RETIREE,Rertiré du Marché,AMOXIL,1 G / ML,SOLUTION INJECTABLE,BOITE DE 1 AMPOULE,PP,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"14,10","8,80","8,42",1778,,178,11,167,204,7,197,197,17,180,180,7,173,Slow,20,False
AMM ENREGISTREE,Commercialisé,AMOXIL,1 G,COMPRIME DISPERSIBLE,BOITE DE 12,PP,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"51,40","32,10","30,59",1779,,145,40,105,105,45,60,60,40,20,20,13,7,Fast,40,True
AMM ENREGISTREE,Commercialisé,AMOXIL,1 G,COMPRIME DISPERSIBLE,BOITE DE 24,PP,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"96,90","60,50","57,66",1780,,181,18,163,163,15,148,193,22,171,171,0,171,Slow,20,False
AMM RETIREE,Rertiré du Marché,AMOXIL,125 MG,POUDRE POUR SUSPENSION BUVABLE,FLACON DE 100 ML,PP,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"25,40","15,80","14,14",1781,,52,45,7,7,4,3,3,3,0,20,0,20,Slow,20,False
AMM ENREGISTREE,Non Commercialisé,AMOXIL,125 MG,POUDRE POUR SUSPENSION BUVABLE,FLACON DE 60 ML,PP,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"14,30","8,90","8,53",1782,,191,2,189,189,10,179,179,33,146,146,45,101,Medium,30,False
AMM RETIREE,Rertiré du Marché,AMOXIL,250 MG,POUDRE POUR SUSPENSION ORALE,FLACON DE 100 ML,PP,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"45,00","28,00","25,03",1783,,56,38,18,18,10,8,8,0,8,8,3,5,Slow,20,True
AMM ENREGISTREE,Commercialisé,AMOXIL,250 MG,POUDRE POUR SUSPENSION ORALE,FLACON DE 60 ML,PP,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"27,00","16,90","16,10",1784,,83,33,50,50,22,28,28,2,26,54,6,48,Slow,20,False
AMM ENREGISTREE,Non Commercialisé,AMOXIL,500 MG / ML,SOLUTION INJECTABLE,BOITE DE 1 AMPOULE,PP,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"11,40","7,10","6,81",1785,,128,20,108,135,9,126,126,31,95,95,4,91,Slow,20,False
AMM ENREGISTREE,Commercialisé,AMOXIL,500 MG,COMPRIME DISPERSIBLE,BOITE DE 12,PP,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"32,30","20,20","19,24",1786,,138,1,137,137,34,103,103,33,70,70,38,32,Medium,30,False
AMM ENREGISTREE,Commercialisé,AMOXIL,500 MG,COMPRIME DISPERSIBLE,BOITE DE 24,PP,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"61,20","38,20","36,41",1787,,145,2,143,189,37,152,152,48,104,104,44,60,Fast,40,False
AMM RETIREE,Rertiré du Marché,AMOXIL,500 MG,POUDRE POUR SUSPENSION ORALE,FLACON DE 100 ML,PP,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"65,00","40,50","36,15",1788,,140,4,136,175,11,164,164,14,150,150,43,107,Slow,20,False
AMM ENREGISTREE,Commercialisé,AMOXIL,500 MG,POUDRE POUR SUSPENSION ORALE,FLACON DE 60 ML,PP,AMOXICILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"31,30","19,50","18,61",1789,,196,21,175,175,3,172,172,46,126,126,36,90,Medium,30,False
AMM ENREGISTREE,Commercialisé,AUGMENTIN,1 G / 125 MG,SACHET,BOITE DE 12,PP,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"118,00","73,70","70,24",1790,,189,32,157,157,41,116,116,27,89,118,27,91,Fast,40,False
AMM ENREGISTREE,Commercialisé,AUGMENTIN,1 G / 125 MG,SACHET,BOITE DE 16,PP,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"157,20","98,20","93,57",1791,,57,36,21,21,21,0,0,0,0,0,0,0,Slow,20,True
AMM ENREGISTREE,Commercialisé,AUGMENTIN,1 G / 125 MG,SACHET,BOITE DE 24,PP,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"207,00","129,70","123,53",1792,,72,17,55,55,48,7,46,6,40,40,0,40,Slow,20,False
AMM ENREGISTREE,Commercialisé,AUGMENTIN ADULTE,"500 MG / 62,5 MG",COMPRIME PELLICULE,BOITE DE 32,PP,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"129,30","80,80","76,96",1793,,176,41,135,135,44,91,91,9,82,102,50,52,Fast,40,False
AMM ENREGISTREE,Non Commercialisé,AUGMENTIN ADULTE,1 G / 200 MG,POUDRE POUR SOLUTION INJECTABLE,BOITE DE 1 FLACON,PP,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"44,70","27,90","26,59",1794,,115,26,89,89,16,73,106,28,78,78,29,49,Medium,30,False
AMM RETIREE,Rertiré du Marché,AUGMENTIN ADULTE,"500 MG / 62,5 MG",COMPRIME PELLICULE,BOITE DE 24,PP,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"111,60","69,50","62,07",1795,,102,23,79,79,36,43,43,5,38,38,21,17,Medium,30,True
AMM ENREGISTREE,Commercialisé,AUGMENTIN ENFANT,"100 MG / 12,5 MG / ML",POUDRE POUR SUSPENSION ORALE,BOITE DE 1 FLACON DE 60 ML,PP,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"60,50","37,80","36,04",1796,,120,7,113,113,16,97,97,42,55,55,3,52,Slow,20,False
AMM ENREGISTREE,Commercialisé,AUGMENTIN ENFANT,"500 MG / 62,5 MG",SACHET,BOITE DE 12,PP,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"74,60","46,60","44,43",1797,,143,25,118,118,18,100,100,31,69,117,42,75,Medium,30,False
AMM ENREGISTREE,Non Commercialisé,"AUGMENTIN ENFANTS ET NOURRISSONS,",500 MG / 50 MG,POUDRE POUR SOLUTION INJECTABLE,BOITE DE 1 FLACON,PP,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"18,70","11,70","11,11",1798,,90,14,76,76,3,73,73,33,40,40,31,9,Medium,30,True
AMM ENREGISTREE,Commercialisé,AUGMENTIN NOURRISSON,"100 MG / 12,5 MG / ML",POUDRE POUR SUSPENSION ORALE,BOITE DE 1 FLACON DE 30 ML,PP,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,GSK,"36,60","22,90","21,78",1799,,173,27,146,146,43,103,144,5,139,139,27,112,Medium,30,False
